id_venta,id_cliente,producto,categoria,unidades,precio_unitario,ciudad,fecha
2537,297,Agua,Bebida,2,11.3,Sevilla,2026-06-25
2538,478,Patatas,Comida,6,12.1,Sevilla,2026-06-07
2539,128,Refresco,Bebida,4,2.81,Sevilla,2026-06-16
2540,348,Patatas,Comida,4,4.16,Madrid,2026-04-25
2541,33,Ensalada,Comida,6,8.2,Madrid,2026-01-11
2542,245,Patatas,Comida,1,8.96,Valencia,2026-02-24
2543,113,Hamburguesa,Comida,3,4.21,Sevilla,2026-05-22
2544,338,Patatas,Comida,4,13.65,Valencia,2026-04-29
2545,323,Agua,Bebida,2,4.87,Bilbao,2026-05-07
2546,218,Patatas,Comida,6,2.73,Valencia,2026-05-17
2547,115,Refresco,Bebida,1,3.7,Madrid,2026-03-19
2548,280,Pizza,Comida,1,13.63,Valencia,2026-05-14
2549,111,Refresco,Bebida,3,4.99,Sevilla,2026-04-23
2550,74,Ensalada,Comida,3,8.28,Bilbao,2026-01-09
2551,287,Agua,Bebida,6,9.57,Madrid,2026-06-22
2552,331,Ensalada,Comida,2,4.06,Sevilla,2026-01-29
2553,72,Hamburguesa,Comida,6,1.3,Valencia,2026-05-11
2554,197,Refresco,Bebida,4,2.57,Valencia,2026-04-01
2555,215,Hamburguesa,Comida,1,6.1,Madrid,2026-05-04
2556,281,Cafe,Bebida,2,6.61,Bilbao,2026-06-17
2557,280,Agua,Bebida,1,3.65,Madrid,2026-06-29
2558,305,Hamburguesa,Comida,1,14.86,Valencia,2026-05-17
2559,126,Hamburguesa,Comida,3,11.62,Sevilla,2026-02-09
2560,94,Refresco,Bebida,1,6.73,Madrid,2026-05-05
2561,297,Ensalada,Comida,4,13.21,Madrid,2026-06-14
2562,314,Pizza,Comida,2,13.73,Valencia,2026-04-16
2563,414,Ensalada,Comida,3,14.15,Bilbao,2026-04-16
2564,442,Refresco,Bebida,3,12.68,Madrid,2026-04-12
2565,105,Ensalada,Comida,3,11.13,Madrid,2026-06-11
2566,27,Refresco,Bebida,6,3.49,Madrid,2026-02-17
2567,468,Agua,Bebida,5,2.14,Valencia,2026-01-13
2568,259,Refresco,Bebida,3,14.01,Madrid,2026-06-27
2569,286,Pizza,Comida,1,9.53,Valencia,2026-02-26
2570,483,Agua,Bebida,5,9.9,Madrid,2026-04-25
2571,244,Refresco,Bebida,6,8.45,Valencia,2026-02-23
2572,212,Patatas,Comida,2,8.45,Madrid,2026-05-11
2573,205,Agua,Bebida,2,2.26,Sevilla,2026-02-01
2574,75,Hamburguesa,Comida,3,5.42,Madrid,2026-02-27
2575,178,Agua,Bebida,1,13.11,Sevilla,2026-04-07
2576,269,Ensalada,Comida,1,12.93,Sevilla,2026-01-26
2577,396,Ensalada,Comida,3,11.76,Bilbao,2026-04-01
2578,269,Patatas,Comida,5,12.26,Sevilla,2026-04-26
2579,55,Agua,Bebida,1,8.94,Madrid,2026-03-12
2580,215,Hamburguesa,Comida,5,14.15,Madrid,2026-01-31
2581,202,Patatas,Comida,4,6.11,Valencia,2026-04-12
2582,494,Hamburguesa,Comida,3,10.41,Madrid,2026-04-03
2583,284,Refresco,Bebida,6,1.02,Sevilla,2026-05-30
2584,476,Hamburguesa,Comida,1,3.9,Valencia,2026-02-12
2585,348,Cafe,Bebida,4,7.02,Sevilla,2026-06-02
2586,222,Agua,Bebida,6,10.99,Valencia,2026-01-21
2587,132,Cafe,Bebida,1,1.99,Sevilla,2026-01-15
2588,168,Refresco,Bebida,2,3.46,Sevilla,2026-03-29
2589,103,Cafe,Bebida,5,3.58,Sevilla,2026-06-30
2590,270,Pizza,Comida,3,13.28,Sevilla,2026-06-27
2591,196,Ensalada,Comida,3,13.78,Sevilla,2026-06-29
2592,52,Pizza,Comida,6,12.14,Madrid,2026-03-09
2593,476,Cafe,Bebida,4,12.85,Bilbao,2026-06-01
2594,42,Patatas,Comida,3,8.57,Valencia,2026-01-24
2595,319,Ensalada,Comida,4,5.53,Valencia,2026-01-01
2596,319,Pizza,Comida,2,3.61,Sevilla,2026-04-22
2597,272,Hamburguesa,Comida,6,8.4,Bilbao,2026-02-03
2598,39,Hamburguesa,Comida,6,8.15,Madrid,2026-02-15
2599,426,Cafe,Bebida,1,10.79,Bilbao,2026-06-14
2600,388,Patatas,Comida,1,4.7,Madrid,2026-05-08
2601,428,Agua,Bebida,1,12.54,Valencia,2026-06-02
2602,479,Ensalada,Comida,3,7.71,Valencia,2026-04-24
2603,98,Patatas,Comida,2,1.08,Valencia,2026-05-18
2604,286,Agua,Bebida,3,14.95,Sevilla,2026-01-17
2605,194,Cafe,Bebida,3,9.37,Madrid,2026-01-01
2606,71,Patatas,Comida,2,8.3,Madrid,2026-01-15
2607,272,Refresco,Bebida,6,12.9,Madrid,2026-04-02
2608,411,Patatas,Comida,6,3.87,Bilbao,2026-03-18
2609,82,Agua,Bebida,5,3.87,Valencia,2026-03-03
2610,498,Agua,Bebida,3,8.52,Valencia,2026-06-14
2611,13,Hamburguesa,Comida,4,2.17,Bilbao,2026-06-07
2612,155,Cafe,Bebida,5,14.46,Valencia,2026-03-29
2613,300,Agua,Bebida,3,11.42,Madrid,2026-01-14
2614,173,Refresco,Bebida,1,5.81,Madrid,2026-03-24
2615,237,Agua,Bebida,4,5.23,Valencia,2026-06-24
2616,62,Pizza,Comida,2,9.92,Valencia,2026-05-05
2617,318,Cafe,Bebida,3,8.25,Sevilla,2026-02-16
2618,487,Patatas,Comida,5,7.09,Bilbao,2026-06-19
2619,121,Patatas,Comida,5,3.22,Valencia,2026-04-13
2620,17,Refresco,Bebida,3,4.93,Madrid,2026-06-19
2621,121,Agua,Bebida,3,9.83,Bilbao,2026-01-15
2622,423,Refresco,Bebida,2,10.49,Valencia,2026-03-11
2623,9,Hamburguesa,Comida,5,4.2,Sevilla,2026-02-27
2624,245,Cafe,Bebida,6,10.58,Madrid,2026-02-27
2625,488,Pizza,Comida,6,7.8,Valencia,2026-06-07
2626,325,Cafe,Bebida,6,12.43,Madrid,2026-01-29
2627,278,Ensalada,Comida,6,4.39,Madrid,2026-02-18
2628,137,Agua,Bebida,1,11.01,Madrid,2026-02-24
2629,380,Cafe,Bebida,4,10.66,Madrid,2026-01-13
2630,241,Refresco,Bebida,6,10.95,Sevilla,2026-06-13
2631,442,Agua,Bebida,6,14.82,Bilbao,2026-04-01
2632,402,Ensalada,Comida,4,12.06,Madrid,2026-05-23
2633,434,Hamburguesa,Comida,1,1.15,Valencia,2026-06-08
2634,360,Hamburguesa,Comida,6,11.47,Bilbao,2026-05-24
2635,246,Agua,Bebida,3,14.78,Madrid,2026-02-04
2636,81,Agua,Bebida,5,12.44,Sevilla,2026-01-17
2637,277,Pizza,Comida,1,7.64,Madrid,2026-02-15
2638,121,Cafe,Bebida,2,13.6,Bilbao,2026-03-29
2639,113,Pizza,Comida,3,10.66,Sevilla,2026-03-01
2640,58,Ensalada,Comida,2,12.88,Valencia,2026-06-06
2641,487,Ensalada,Comida,3,14.39,Sevilla,2026-05-07
2642,180,Hamburguesa,Comida,3,8.48,Bilbao,2026-03-05
2643,185,Patatas,Comida,1,9.07,Bilbao,2026-04-12
2644,298,Cafe,Bebida,4,2.73,Madrid,2026-01-06
2645,420,Ensalada,Comida,6,11.07,Madrid,2026-03-20
2646,464,Cafe,Bebida,6,7.17,Madrid,2026-04-05
2647,240,Cafe,Bebida,2,3.33,Bilbao,2026-06-25
2648,187,Cafe,Bebida,6,8.74,Valencia,2026-02-22
2649,335,Patatas,Comida,5,3.7,Valencia,2026-05-17
2650,245,Ensalada,Comida,4,12.8,Valencia,2026-04-04
2651,216,Refresco,Bebida,5,6.45,Madrid,2026-02-04
2652,185,Ensalada,Comida,3,5.07,Madrid,2026-05-22
2653,366,Patatas,Comida,3,8.82,Sevilla,2026-03-25
2654,400,Ensalada,Comida,6,9.07,Bilbao,2026-06-24
2655,53,Ensalada,Comida,1,12.84,Valencia,2026-05-19
2656,440,Cafe,Bebida,1,12.14,Sevilla,2026-06-03
2657,43,Hamburguesa,Comida,3,6.52,Valencia,2026-02-19
2658,455,Refresco,Bebida,4,13.24,Bilbao,2026-03-29
2659,50,Cafe,Bebida,2,12.87,Valencia,2026-06-20
2660,147,Pizza,Comida,1,4.94,Bilbao,2026-05-06
2661,284,Ensalada,Comida,6,5.48,Sevilla,2026-04-17
2662,303,Cafe,Bebida,6,14.19,Madrid,2026-05-28
2663,89,Patatas,Comida,1,5.29,Madrid,2026-06-25
2664,31,Agua,Bebida,5,10.74,Bilbao,2026-05-07
2665,30,Patatas,Comida,6,7.12,Bilbao,2026-06-22
2666,169,Cafe,Bebida,1,3.67,Valencia,2026-06-30
2667,36,Cafe,Bebida,4,6.48,Madrid,2026-01-12
2668,32,Patatas,Comida,6,5.83,Madrid,2026-01-01
2669,199,Patatas,Comida,4,9.16,Madrid,2026-02-12
2670,450,Ensalada,Comida,6,3.19,Valencia,2026-01-01
2671,66,Cafe,Bebida,4,14.14,Sevilla,2026-03-26
2672,318,Agua,Bebida,3,3.83,Valencia,2026-06-13
2673,98,Pizza,Comida,4,9.55,Valencia,2026-05-28
2674,97,Agua,Bebida,1,11.37,Sevilla,2026-06-26
2675,70,Agua,Bebida,2,4.85,Sevilla,2026-03-09
2676,202,Ensalada,Comida,5,10.25,Sevilla,2026-03-12
2677,337,Pizza,Comida,2,12.32,Bilbao,2026-05-03
2678,6,Hamburguesa,Comida,4,8.82,Sevilla,2026-02-12
2679,293,Pizza,Comida,6,6.63,Valencia,2026-06-13
2680,154,Agua,Bebida,2,7.46,Valencia,2026-05-28
2681,216,Ensalada,Comida,2,14.19,Sevilla,2026-05-29
2682,397,Agua,Bebida,5,1.49,Madrid,2026-05-12
2683,324,Pizza,Comida,5,13.42,Madrid,2026-05-07
2684,14,Ensalada,Comida,1,5.93,Sevilla,2026-05-30
2685,312,Ensalada,Comida,2,13.95,Sevilla,2026-06-26
2686,461,Pizza,Comida,3,12.43,Bilbao,2026-01-09
2687,148,Hamburguesa,Comida,3,3.09,Sevilla,2026-01-21
2688,208,Refresco,Bebida,5,8.25,Valencia,2026-03-20
2689,29,Hamburguesa,Comida,4,2.85,Valencia,2026-04-11
2690,213,Cafe,Bebida,4,5.67,Madrid,2026-01-05
2691,137,Hamburguesa,Comida,4,4.65,Madrid,2026-06-01
2692,140,Ensalada,Comida,1,9.73,Madrid,2026-05-25
2693,292,Hamburguesa,Comida,3,8.74,Madrid,2026-05-28
2694,447,Agua,Bebida,6,2.91,Bilbao,2026-06-01
2695,8,Pizza,Comida,3,7.08,Bilbao,2026-01-06
2696,50,Patatas,Comida,3,11.52,Sevilla,2026-05-19
2697,364,Cafe,Bebida,6,9.24,Bilbao,2026-03-02
2698,430,Patatas,Comida,4,10.76,Valencia,2026-04-22
2699,130,Patatas,Comida,1,11.58,Bilbao,2026-01-03
2700,319,Refresco,Bebida,3,1.22,Madrid,2026-02-16
2701,180,Cafe,Bebida,5,1.34,Bilbao,2026-05-13
2702,158,Agua,Bebida,2,10.12,Bilbao,2026-01-26
2703,219,Agua,Bebida,4,14.67,Madrid,2026-02-05
2704,265,Refresco,Bebida,1,13.55,Bilbao,2026-03-10
2705,72,Pizza,Comida,1,3.12,Valencia,2026-05-24
2706,107,Ensalada,Comida,1,4.02,Sevilla,2026-05-15
2707,397,Patatas,Comida,5,7.36,Bilbao,2026-03-05
2708,203,Ensalada,Comida,4,6.13,Madrid,2026-01-23
2709,432,Patatas,Comida,1,10.2,Madrid,2026-03-06
2710,392,Agua,Bebida,6,6.89,Madrid,2026-05-15
2711,141,Patatas,Comida,4,6.91,Bilbao,2026-06-06
2712,453,Ensalada,Comida,5,12.1,Valencia,2026-04-05
2713,169,Hamburguesa,Comida,5,2.1,Madrid,2026-06-30
2714,352,Agua,Bebida,4,4.83,Sevilla,2026-02-24
2715,264,Cafe,Bebida,6,8.29,Bilbao,2026-03-12
2716,482,Ensalada,Comida,1,9.62,Valencia,2026-03-26
2717,367,Agua,Bebida,3,9.6,Valencia,2026-04-06
2718,482,Refresco,Bebida,2,8.85,Madrid,2026-02-23
2719,46,Agua,Bebida,5,7.86,Madrid,2026-03-13
2720,248,Cafe,Bebida,1,11.74,Sevilla,2026-06-18
2721,314,Ensalada,Comida,5,4.8,Madrid,2026-01-07
2722,54,Pizza,Comida,4,14.18,Valencia,2026-02-03
2723,485,Hamburguesa,Comida,4,10.96,Sevilla,2026-05-26
2724,367,Hamburguesa,Comida,3,9.34,Madrid,2026-06-20
2725,61,Hamburguesa,Comida,6,12.25,Sevilla,2026-06-10
2726,373,Refresco,Bebida,5,11.8,Sevilla,2026-04-20
2727,192,Pizza,Comida,3,12.66,Madrid,2026-04-06
2728,283,Ensalada,Comida,4,9.45,Valencia,2026-01-26
2729,28,Ensalada,Comida,5,8.11,Valencia,2026-05-02
2730,306,Hamburguesa,Comida,4,3.58,Valencia,2026-06-11
2731,384,Hamburguesa,Comida,4,6.65,Valencia,2026-06-20
2732,107,Ensalada,Comida,5,13.15,Sevilla,2026-04-16
2733,458,Pizza,Comida,6,12.1,Bilbao,2026-05-08
2734,205,Pizza,Comida,4,4.18,Sevilla,2026-05-02
2735,292,Refresco,Bebida,3,4.98,Bilbao,2026-03-14
2736,46,Ensalada,Comida,5,1.98,Bilbao,2026-01-13
2737,342,Pizza,Comida,6,13.29,Sevilla,2026-01-09
2738,490,Refresco,Bebida,2,13.71,Valencia,2026-02-11
2739,134,Cafe,Bebida,5,4.61,Bilbao,2026-02-04
2740,499,Refresco,Bebida,2,3.97,Valencia,2026-02-04
2741,74,Hamburguesa,Comida,2,4.03,Madrid,2026-01-24
2742,281,Pizza,Comida,1,5.11,Madrid,2026-03-04
2743,240,Cafe,Bebida,3,3.43,Bilbao,2026-03-18
2744,70,Pizza,Comida,4,8.95,Sevilla,2026-01-07
2745,14,Cafe,Bebida,4,13.22,Bilbao,2026-02-13
2746,455,Hamburguesa,Comida,5,6.38,Bilbao,2026-01-18
2747,269,Agua,Bebida,2,4.76,Sevilla,2026-03-21
2748,129,Patatas,Comida,4,3.13,Bilbao,2026-04-14
2749,424,Hamburguesa,Comida,2,2.88,Madrid,2026-06-25
2750,491,Patatas,Comida,2,12.58,Bilbao,2026-05-10
2751,313,Hamburguesa,Comida,6,13.65,Sevilla,2026-05-28
2752,153,Refresco,Bebida,1,6.66,Sevilla,2026-01-15
2753,352,Agua,Bebida,5,1.68,Sevilla,2026-02-25
2754,71,Agua,Bebida,6,10.89,Valencia,2026-03-08
2755,24,Hamburguesa,Comida,4,14.8,Bilbao,2026-05-18
2756,213,Ensalada,Comida,4,3.97,Valencia,2026-01-25
2757,103,Agua,Bebida,2,1.0,Valencia,2026-02-16
2758,357,Ensalada,Comida,6,11.23,Sevilla,2026-03-23
2759,26,Refresco,Bebida,4,3.39,Sevilla,2026-06-05
2760,436,Hamburguesa,Comida,3,12.99,Bilbao,2026-03-15
2761,212,Cafe,Bebida,4,1.17,Sevilla,2026-03-18
2762,410,Ensalada,Comida,2,13.61,Valencia,2026-05-12
2763,135,Cafe,Bebida,1,2.01,Bilbao,2026-05-30
2764,190,Agua,Bebida,1,3.93,Bilbao,2026-05-01
2765,302,Refresco,Bebida,2,13.03,Madrid,2026-06-23
2766,61,Hamburguesa,Comida,5,9.57,Valencia,2026-02-19
2767,410,Hamburguesa,Comida,1,13.95,Bilbao,2026-03-07
2768,460,Ensalada,Comida,2,7.94,Bilbao,2026-05-15
2769,44,Patatas,Comida,4,2.59,Madrid,2026-01-19
2770,190,Ensalada,Comida,3,3.71,Bilbao,2026-06-28
2771,59,Ensalada,Comida,2,2.22,Valencia,2026-01-28
2772,407,Refresco,Bebida,2,8.09,Sevilla,2026-06-10
2773,274,Ensalada,Comida,1,4.22,Valencia,2026-02-17
2774,377,Pizza,Comida,1,9.89,Valencia,2026-05-04
2775,336,Refresco,Bebida,6,13.1,Valencia,2026-06-09
2776,68,Cafe,Bebida,3,5.5,Bilbao,2026-05-02
2777,220,Cafe,Bebida,2,14.67,Bilbao,2026-03-08
2778,465,Cafe,Bebida,4,9.5,Madrid,2026-06-10
2779,296,Cafe,Bebida,2,4.69,Madrid,2026-02-07
2780,459,Pizza,Comida,1,11.26,Madrid,2026-02-26
2781,226,Agua,Bebida,2,6.32,Valencia,2026-02-07
2782,112,Agua,Bebida,6,14.88,Valencia,2026-05-21
2783,483,Pizza,Comida,6,11.49,Valencia,2026-03-15
2784,474,Agua,Bebida,4,13.12,Valencia,2026-05-30
2785,8,Agua,Bebida,1,7.53,Valencia,2026-04-17
2786,99,Patatas,Comida,6,12.15,Bilbao,2026-01-14
2787,444,Cafe,Bebida,1,13.15,Bilbao,2026-03-21
2788,217,Patatas,Comida,6,14.4,Sevilla,2026-01-13
2789,306,Hamburguesa,Comida,6,5.52,Sevilla,2026-02-05
2790,408,Cafe,Bebida,4,6.56,Valencia,2026-02-26
2791,32,Agua,Bebida,5,10.01,Valencia,2026-02-14
2792,99,Cafe,Bebida,1,14.99,Madrid,2026-04-27
2793,16,Refresco,Bebida,6,8.59,Bilbao,2026-06-17
2794,76,Hamburguesa,Comida,1,5.62,Sevilla,2026-03-09
2795,94,Cafe,Bebida,1,2.66,Valencia,2026-01-13
2796,263,Pizza,Comida,5,9.15,Madrid,2026-01-20
2797,486,Hamburguesa,Comida,3,4.64,Valencia,2026-03-01
2798,280,Pizza,Comida,3,1.51,Valencia,2026-04-20
2799,324,Cafe,Bebida,3,2.34,Valencia,2026-04-12
2800,381,Patatas,Comida,5,9.47,Bilbao,2026-06-27
2801,227,Cafe,Bebida,3,5.36,Bilbao,2026-03-11
2802,176,Pizza,Comida,1,11.38,Sevilla,2026-01-13
2803,364,Cafe,Bebida,2,1.22,Madrid,2026-02-07
2804,42,Patatas,Comida,3,12.79,Madrid,2026-01-17
2805,399,Pizza,Comida,1,1.21,Bilbao,2026-06-30
2806,498,Cafe,Bebida,5,6.15,Sevilla,2026-01-16
2807,7,Cafe,Bebida,1,7.6,Bilbao,2026-06-10
2808,401,Pizza,Comida,1,6.18,Sevilla,2026-03-16
2809,361,Cafe,Bebida,5,1.09,Valencia,2026-03-26
2810,89,Cafe,Bebida,3,2.69,Sevilla,2026-04-15
2811,335,Patatas,Comida,2,7.33,Sevilla,2026-04-11
2812,328,Refresco,Bebida,1,3.91,Bilbao,2026-05-28
2813,441,Agua,Bebida,3,8.2,Bilbao,2026-03-31
2814,171,Agua,Bebida,2,1.39,Madrid,2026-04-18
2815,224,Ensalada,Comida,3,4.33,Sevilla,2026-04-20
2816,304,Pizza,Comida,3,7.26,Madrid,2026-05-10
2817,144,Refresco,Bebida,3,9.11,Bilbao,2026-06-29
2818,326,Refresco,Bebida,2,6.12,Valencia,2026-05-06
2819,446,Agua,Bebida,3,10.09,Valencia,2026-03-04
2820,359,Pizza,Comida,1,5.31,Bilbao,2026-04-15
2821,314,Patatas,Comida,1,5.14,Sevilla,2026-02-02
2822,355,Hamburguesa,Comida,6,14.42,Valencia,2026-02-21
2823,152,Refresco,Bebida,3,8.25,Valencia,2026-01-21
2824,219,Cafe,Bebida,5,14.85,Bilbao,2026-01-29
2825,220,Patatas,Comida,6,13.71,Sevilla,2026-04-26
2826,131,Hamburguesa,Comida,3,13.87,Bilbao,2026-02-15
2827,415,Refresco,Bebida,4,7.35,Bilbao,2026-05-21
2828,67,Pizza,Comida,1,9.39,Bilbao,2026-01-10
2829,446,Pizza,Comida,1,5.57,Valencia,2026-01-22
2830,352,Agua,Bebida,4,3.61,Madrid,2026-04-02
2831,368,Cafe,Bebida,4,7.84,Madrid,2026-02-09
2832,39,Hamburguesa,Comida,3,1.76,Valencia,2026-05-07
2833,435,Agua,Bebida,5,14.7,Sevilla,2026-04-09
2834,74,Cafe,Bebida,1,11.88,Bilbao,2026-05-23
2835,31,Pizza,Comida,4,12.74,Valencia,2026-04-24
2836,166,Pizza,Comida,3,11.62,Bilbao,2026-03-28
2837,85,Hamburguesa,Comida,4,2.82,Bilbao,2026-06-30
2838,76,Ensalada,Comida,6,8.83,Sevilla,2026-05-02
2839,407,Agua,Bebida,6,13.7,Bilbao,2026-03-01
2840,213,Agua,Bebida,2,2.74,Bilbao,2026-01-03
2841,130,Pizza,Comida,5,3.11,Madrid,2026-06-12
2842,488,Refresco,Bebida,6,8.42,Sevilla,2026-05-13
2843,35,Refresco,Bebida,3,9.58,Bilbao,2026-04-08
2844,126,Ensalada,Comida,6,9.22,Sevilla,2026-05-04
2845,97,Hamburguesa,Comida,3,12.06,Valencia,2026-06-02
2846,312,Pizza,Comida,3,5.16,Sevilla,2026-04-13
2847,379,Refresco,Bebida,3,3.31,Valencia,2026-01-10
2848,87,Ensalada,Comida,3,8.98,Madrid,2026-01-25
2849,56,Cafe,Bebida,6,8.86,Valencia,2026-02-14
2850,23,Cafe,Bebida,4,13.23,Valencia,2026-02-23
2851,286,Refresco,Bebida,5,6.15,Valencia,2026-05-02
2852,467,Hamburguesa,Comida,3,9.42,Sevilla,2026-06-08
2853,260,Ensalada,Comida,5,2.26,Sevilla,2026-02-27
2854,421,Hamburguesa,Comida,2,14.3,Valencia,2026-03-22
2855,460,Pizza,Comida,4,10.94,Valencia,2026-04-14
2856,239,Cafe,Bebida,4,5.33,Bilbao,2026-04-06
2857,380,Ensalada,Comida,1,11.38,Valencia,2026-03-01
2858,371,Pizza,Comida,3,3.01,Valencia,2026-06-12
2859,381,Agua,Bebida,1,3.89,Valencia,2026-03-01
2860,161,Ensalada,Comida,6,5.18,Valencia,2026-01-11
2861,454,Ensalada,Comida,2,7.73,Sevilla,2026-04-13
2862,453,Cafe,Bebida,2,9.28,Madrid,2026-03-25
2863,129,Pizza,Comida,6,11.82,Valencia,2026-02-08
2864,72,Pizza,Comida,2,4.33,Valencia,2026-02-12
2865,473,Cafe,Bebida,3,12.62,Madrid,2026-05-22
2866,303,Pizza,Comida,5,11.11,Sevilla,2026-02-17
2867,386,Cafe,Bebida,6,11.0,Valencia,2026-05-20
2868,348,Ensalada,Comida,2,2.09,Valencia,2026-06-15
2869,10,Patatas,Comida,3,1.17,Valencia,2026-03-23
2870,427,Agua,Bebida,4,1.57,Bilbao,2026-06-15
2871,76,Ensalada,Comida,2,14.66,Madrid,2026-02-18
2872,315,Patatas,Comida,5,14.75,Bilbao,2026-01-18
2873,385,Refresco,Bebida,3,11.91,Bilbao,2026-05-05
2874,37,Cafe,Bebida,5,13.2,Sevilla,2026-02-01
2875,464,Hamburguesa,Comida,4,10.96,Madrid,2026-04-07
2876,69,Refresco,Bebida,4,3.7,Bilbao,2026-01-12
2877,436,Patatas,Comida,6,3.44,Madrid,2026-04-09
2878,404,Ensalada,Comida,6,4.05,Bilbao,2026-05-16
2879,201,Agua,Bebida,4,2.83,Bilbao,2026-01-20
2880,148,Cafe,Bebida,1,11.15,Bilbao,2026-02-21
2881,19,Pizza,Comida,5,3.94,Sevilla,2026-01-18
2882,237,Agua,Bebida,4,12.76,Valencia,2026-03-28
2883,500,Cafe,Bebida,1,7.99,Bilbao,2026-04-18
2884,27,Refresco,Bebida,5,2.05,Bilbao,2026-06-27
2885,384,Ensalada,Comida,2,6.96,Valencia,2026-06-08
2886,485,Ensalada,Comida,5,7.66,Bilbao,2026-02-14
2887,155,Refresco,Bebida,6,11.05,Bilbao,2026-02-07
2888,91,Patatas,Comida,6,4.58,Bilbao,2026-01-01
2889,451,Pizza,Comida,6,1.25,Madrid,2026-05-05
2890,170,Cafe,Bebida,6,4.86,Valencia,2026-06-21
2891,143,Pizza,Comida,6,3.77,Madrid,2026-03-10
2892,297,Hamburguesa,Comida,5,8.9,Bilbao,2026-06-28
2893,257,Agua,Bebida,1,6.06,Madrid,2026-04-11
2894,328,Patatas,Comida,5,5.33,Madrid,2026-03-27
2895,68,Cafe,Bebida,5,6.81,Valencia,2026-01-28
2896,241,Hamburguesa,Comida,1,13.16,Madrid,2026-06-25
2897,236,Agua,Bebida,5,12.76,Sevilla,2026-06-12
2898,336,Pizza,Comida,3,9.49,Bilbao,2026-01-05
2899,427,Hamburguesa,Comida,3,6.34,Madrid,2026-05-18
2900,70,Agua,Bebida,2,4.89,Bilbao,2026-04-29
2901,99,Refresco,Bebida,1,12.18,Sevilla,2026-02-14
2902,310,Patatas,Comida,1,2.96,Sevilla,2026-04-01
2903,489,Refresco,Bebida,2,12.07,Valencia,2026-03-08
2904,336,Hamburguesa,Comida,1,11.13,Bilbao,2026-06-01
2905,262,Agua,Bebida,5,9.06,Sevilla,2026-02-16
2906,312,Refresco,Bebida,4,2.05,Madrid,2026-02-20
2907,404,Hamburguesa,Comida,4,11.49,Sevilla,2026-04-09
2908,285,Pizza,Comida,6,9.69,Valencia,2026-02-03
2909,493,Cafe,Bebida,5,3.61,Sevilla,2026-01-08
2910,250,Patatas,Comida,4,5.72,Valencia,2026-04-05
2911,354,Agua,Bebida,6,4.83,Sevilla,2026-03-27
2912,239,Refresco,Bebida,2,1.07,Sevilla,2026-06-27
2913,394,Ensalada,Comida,4,14.16,Madrid,2026-06-04
2914,337,Hamburguesa,Comida,1,8.71,Bilbao,2026-04-10
2915,476,Refresco,Bebida,4,13.81,Sevilla,2026-04-19
2916,186,Agua,Bebida,4,9.66,Madrid,2026-02-04
2917,227,Refresco,Bebida,6,12.85,Sevilla,2026-04-27
2918,477,Hamburguesa,Comida,2,1.15,Sevilla,2026-05-13
2919,448,Agua,Bebida,6,6.36,Sevilla,2026-06-24
2920,348,Patatas,Comida,3,2.15,Madrid,2026-02-25
2921,45,Pizza,Comida,4,2.79,Bilbao,2026-03-31
2922,59,Refresco,Bebida,1,13.37,Valencia,2026-04-14
2923,180,Ensalada,Comida,1,5.45,Madrid,2026-01-27
2924,334,Cafe,Bebida,3,14.42,Valencia,2026-05-17
2925,391,Pizza,Comida,6,4.68,Valencia,2026-06-04
2926,456,Refresco,Bebida,3,10.67,Sevilla,2026-05-14
2927,150,Ensalada,Comida,6,5.95,Bilbao,2026-06-14
2928,165,Hamburguesa,Comida,1,1.64,Sevilla,2026-01-20
2929,108,Pizza,Comida,6,5.51,Madrid,2026-05-28
2930,251,Ensalada,Comida,5,2.28,Valencia,2026-05-05
2931,371,Hamburguesa,Comida,1,2.75,Valencia,2026-03-21
2932,362,Agua,Bebida,5,5.48,Bilbao,2026-05-08
2933,166,Patatas,Comida,3,1.47,Bilbao,2026-04-13
2934,292,Patatas,Comida,2,8.08,Valencia,2026-05-18
2935,95,Patatas,Comida,6,1.27,Valencia,2026-04-05
2936,195,Cafe,Bebida,3,6.55,Sevilla,2026-02-05
2937,277,Pizza,Comida,5,11.48,Valencia,2026-04-17
2938,95,Hamburguesa,Comida,5,11.67,Bilbao,2026-05-17
2939,498,Agua,Bebida,2,1.09,Bilbao,2026-05-28
2940,325,Pizza,Comida,6,14.37,Bilbao,2026-01-18
2941,204,Cafe,Bebida,5,9.0,Bilbao,2026-05-31
2942,419,Pizza,Comida,1,7.32,Madrid,2026-05-30
2943,205,Hamburguesa,Comida,3,8.61,Sevilla,2026-04-12
2944,53,Hamburguesa,Comida,3,6.1,Valencia,2026-04-04
2945,286,Hamburguesa,Comida,2,5.17,Madrid,2026-04-10
2946,65,Cafe,Bebida,6,10.7,Madrid,2026-05-07
2947,308,Patatas,Comida,6,13.7,Madrid,2026-04-13
2948,121,Refresco,Bebida,1,10.13,Valencia,2026-03-12
2949,98,Pizza,Comida,1,11.95,Bilbao,2026-01-28
2950,237,Refresco,Bebida,2,7.26,Sevilla,2026-06-06
2951,256,Refresco,Bebida,1,2.37,Bilbao,2026-06-02
2952,201,Patatas,Comida,4,5.57,Sevilla,2026-04-15
2953,300,Pizza,Comida,5,14.27,Madrid,2026-01-14
2954,396,Cafe,Bebida,6,8.63,Valencia,2026-01-27
