id_venta,id_cliente,producto,categoria,unidades,precio_unitario,ciudad,fecha,importe
2456,57,Refresco,Bebida,4,9.08,Madrid,2026-03-02,36.32
2457,429,Refresco,Bebida,3,1.75,Bilbao,2026-05-15,5.25
2458,223,Agua,Bebida,2,5.44,Madrid,2026-03-22,10.88
2459,74,Patatas,Comida,1,2.2,Sevilla,2026-01-07,2.2
2460,61,Patatas,Comida,4,14.18,Sevilla,2026-06-02,56.72
2461,40,Cafe,Bebida,5,11.21,Sevilla,2026-02-27,56.050000000000004
2462,92,Cafe,Bebida,3,7.47,Valencia,2026-02-06,22.41
2463,230,Pizza,Comida,5,9.36,Sevilla,2026-03-22,46.8
2464,104,Pizza,Comida,3,13.61,Bilbao,2026-06-02,40.83
2465,148,Refresco,Bebida,4,8.94,Bilbao,2026-01-30,35.76
2466,434,Cafe,Bebida,1,13.68,Sevilla,2026-05-08,13.68
2467,89,Pizza,Comida,1,1.24,Madrid,2026-03-06,1.24
2468,243,Cafe,Bebida,5,11.96,Sevilla,2026-05-15,59.800000000000004
2469,376,Pizza,Comida,6,15.0,Valencia,2026-03-01,90.0
2470,434,Refresco,Bebida,2,1.53,Bilbao,2026-02-03,3.06
2471,457,Hamburguesa,Comida,2,6.57,Sevilla,2026-05-17,13.14
2472,141,Pizza,Comida,6,6.23,Madrid,2026-06-11,37.38
2473,375,Pizza,Comida,1,1.16,Bilbao,2026-02-22,1.16
2474,282,Refresco,Bebida,3,8.75,Sevilla,2026-02-28,26.25
2475,51,Ensalada,Comida,3,3.56,Madrid,2026-03-16,10.68
2476,373,Patatas,Comida,3,12.24,Valencia,2026-01-19,36.72
2477,155,Patatas,Comida,4,13.98,Madrid,2026-02-02,55.92
2478,402,Patatas,Comida,4,5.61,Madrid,2026-06-02,22.44
2479,185,Hamburguesa,Comida,6,3.77,Madrid,2026-03-02,22.62
2480,391,Ensalada,Comida,3,5.38,Valencia,2026-03-16,16.14
2481,7,Pizza,Comida,3,1.7,Sevilla,2026-02-10,5.1
2482,83,Patatas,Comida,6,11.68,Sevilla,2026-03-25,70.08
2483,7,Hamburguesa,Comida,5,6.02,Sevilla,2026-03-15,30.099999999999998
2484,485,Pizza,Comida,5,11.87,Madrid,2026-02-20,59.349999999999994
2485,67,Cafe,Bebida,5,9.49,Bilbao,2026-02-20,47.45
2486,393,Refresco,Bebida,5,1.29,Valencia,2026-01-16,6.45
2487,38,Patatas,Comida,2,5.67,Valencia,2026-03-25,11.34
2488,110,Ensalada,Comida,5,10.34,Valencia,2026-06-22,51.7
2489,372,Ensalada,Comida,4,13.58,Valencia,2026-04-25,54.32
2490,17,Refresco,Bebida,5,13.89,Madrid,2026-05-14,69.45
2491,430,Cafe,Bebida,2,5.28,Sevilla,2026-06-14,10.56
2492,409,Pizza,Comida,4,10.26,Valencia,2026-05-19,41.04
2493,387,Pizza,Comida,4,7.86,Sevilla,2026-01-09,31.44
2494,10,Patatas,Comida,4,3.37,Madrid,2026-02-25,13.48
2495,305,Agua,Bebida,2,9.82,Valencia,2026-01-16,19.64
2496,234,Refresco,Bebida,2,10.89,Valencia,2026-05-24,21.78
2497,463,Patatas,Comida,5,11.51,Sevilla,2026-06-01,57.55
2498,25,Refresco,Bebida,4,11.44,Madrid,2026-05-07,45.76
2499,417,Patatas,Comida,3,3.87,Valencia,2026-03-02,11.61
2500,163,Hamburguesa,Comida,2,1.74,Valencia,2026-03-14,3.48
2501,159,Cafe,Bebida,5,13.77,Bilbao,2026-03-23,68.85
2502,331,Pizza,Comida,1,2.19,Bilbao,2026-01-21,2.19
2503,70,Pizza,Comida,4,2.4,Madrid,2026-03-25,9.6
2504,477,Ensalada,Comida,4,6.16,Madrid,2026-02-10,24.64
2505,385,Patatas,Comida,3,6.25,Bilbao,2026-05-11,18.75
2506,450,Agua,Bebida,4,11.74,Bilbao,2026-02-14,46.96
2507,304,Agua,Bebida,6,10.21,Madrid,2026-05-05,61.260000000000005
2508,414,Agua,Bebida,6,14.72,Bilbao,2026-03-27,88.32000000000001
2509,368,Patatas,Comida,1,5.11,Sevilla,2026-05-09,5.11
2510,326,Pizza,Comida,3,11.49,Madrid,2026-06-21,34.47
2511,443,Refresco,Bebida,3,10.33,Sevilla,2026-02-01,30.990000000000002
2512,51,Pizza,Comida,2,2.65,Sevilla,2026-03-05,5.3
2513,481,Pizza,Comida,3,4.45,Madrid,2026-06-21,13.350000000000001
2514,327,Ensalada,Comida,5,10.52,Bilbao,2026-03-29,52.599999999999994
2515,163,Hamburguesa,Comida,4,5.24,Valencia,2026-04-20,20.96
2516,165,Cafe,Bebida,3,9.63,Valencia,2026-06-11,28.89
2517,316,Agua,Bebida,4,2.83,Madrid,2026-02-23,11.32
2518,242,Pizza,Comida,6,2.69,Sevilla,2026-06-22,16.14
2519,368,Ensalada,Comida,5,11.24,Madrid,2026-06-19,56.2
2520,462,Hamburguesa,Comida,4,4.07,Sevilla,2026-03-15,16.28
2521,341,Ensalada,Comida,4,3.61,Valencia,2026-04-08,14.44
2522,318,Refresco,Bebida,4,2.43,Madrid,2026-04-15,9.72
2523,161,Cafe,Bebida,2,11.76,Madrid,2026-04-25,23.52
2524,417,Ensalada,Comida,1,2.99,Sevilla,2026-04-30,2.99
2525,225,Pizza,Comida,2,2.46,Valencia,2026-05-25,4.92
2526,157,Patatas,Comida,4,2.35,Sevilla,2026-01-28,9.4
2527,475,Pizza,Comida,5,11.34,Sevilla,2026-04-05,56.7
2528,433,Hamburguesa,Comida,4,11.08,Bilbao,2026-05-19,44.32
2529,135,Cafe,Bebida,3,12.78,Sevilla,2026-02-04,38.339999999999996
2530,363,Pizza,Comida,1,12.1,Valencia,2026-01-01,12.1
2531,116,Refresco,Bebida,5,13.24,Madrid,2026-02-16,66.2
2532,111,Pizza,Comida,5,3.25,Madrid,2026-02-14,16.25
2533,475,Refresco,Bebida,5,3.14,Madrid,2026-06-03,15.700000000000001
2534,136,Patatas,Comida,6,1.01,Sevilla,2026-04-25,6.0600000000000005
2535,57,Refresco,Bebida,5,13.51,Madrid,2026-01-30,67.55
2536,158,Refresco,Bebida,6,4.16,Madrid,2026-02-16,24.96
2537,297,Agua,Bebida,2,11.3,Sevilla,2026-06-25,22.6
2538,478,Patatas,Comida,6,12.1,Sevilla,2026-06-07,72.6
2539,128,Refresco,Bebida,4,2.81,Sevilla,2026-06-16,11.24
2540,348,Patatas,Comida,4,4.16,Madrid,2026-04-25,16.64
2541,33,Ensalada,Comida,6,8.2,Madrid,2026-01-11,49.199999999999996
2542,245,Patatas,Comida,1,8.96,Valencia,2026-02-24,8.96
2543,113,Hamburguesa,Comida,3,4.21,Sevilla,2026-05-22,12.629999999999999
2544,338,Patatas,Comida,4,13.65,Valencia,2026-04-29,54.6
2545,323,Agua,Bebida,2,4.87,Bilbao,2026-05-07,9.74
2546,218,Patatas,Comida,6,2.73,Valencia,2026-05-17,16.38
2547,115,Refresco,Bebida,1,3.7,Madrid,2026-03-19,3.7
2548,280,Pizza,Comida,1,13.63,Valencia,2026-05-14,13.63
2549,111,Refresco,Bebida,3,4.99,Sevilla,2026-04-23,14.97
2550,74,Ensalada,Comida,3,8.28,Bilbao,2026-01-09,24.839999999999996
2551,287,Agua,Bebida,6,9.57,Madrid,2026-06-22,57.42
2552,331,Ensalada,Comida,2,4.06,Sevilla,2026-01-29,8.12
2553,72,Hamburguesa,Comida,6,1.3,Valencia,2026-05-11,7.800000000000001
2554,197,Refresco,Bebida,4,2.57,Valencia,2026-04-01,10.28
2555,215,Hamburguesa,Comida,1,6.1,Madrid,2026-05-04,6.1
2556,281,Cafe,Bebida,2,6.61,Bilbao,2026-06-17,13.22
2557,280,Agua,Bebida,1,3.65,Madrid,2026-06-29,3.65
2558,305,Hamburguesa,Comida,1,14.86,Valencia,2026-05-17,14.86
2559,126,Hamburguesa,Comida,3,11.62,Sevilla,2026-02-09,34.86
2560,94,Refresco,Bebida,1,6.73,Madrid,2026-05-05,6.73
2561,297,Ensalada,Comida,4,13.21,Madrid,2026-06-14,52.84
2562,314,Pizza,Comida,2,13.73,Valencia,2026-04-16,27.46
2563,414,Ensalada,Comida,3,14.15,Bilbao,2026-04-16,42.45
2564,442,Refresco,Bebida,3,12.68,Madrid,2026-04-12,38.04
2565,105,Ensalada,Comida,3,11.13,Madrid,2026-06-11,33.39
2566,27,Refresco,Bebida,6,3.49,Madrid,2026-02-17,20.94
2567,468,Agua,Bebida,5,2.14,Valencia,2026-01-13,10.700000000000001
2568,259,Refresco,Bebida,3,14.01,Madrid,2026-06-27,42.03
2569,286,Pizza,Comida,1,9.53,Valencia,2026-02-26,9.53
2570,483,Agua,Bebida,5,9.9,Madrid,2026-04-25,49.5
2571,244,Refresco,Bebida,6,8.45,Valencia,2026-02-23,50.699999999999996
2572,212,Patatas,Comida,2,8.45,Madrid,2026-05-11,16.9
2573,205,Agua,Bebida,2,2.26,Sevilla,2026-02-01,4.52
2574,75,Hamburguesa,Comida,3,5.42,Madrid,2026-02-27,16.259999999999998
2575,178,Agua,Bebida,1,13.11,Sevilla,2026-04-07,13.11
2576,269,Ensalada,Comida,1,12.93,Sevilla,2026-01-26,12.93
2577,396,Ensalada,Comida,3,11.76,Bilbao,2026-04-01,35.28
2578,269,Patatas,Comida,5,12.26,Sevilla,2026-04-26,61.3
2579,55,Agua,Bebida,1,8.94,Madrid,2026-03-12,8.94
2580,215,Hamburguesa,Comida,5,14.15,Madrid,2026-01-31,70.75
2581,202,Patatas,Comida,4,6.11,Valencia,2026-04-12,24.44
2582,494,Hamburguesa,Comida,3,10.41,Madrid,2026-04-03,31.23
2583,284,Refresco,Bebida,6,1.02,Sevilla,2026-05-30,6.12
2584,476,Hamburguesa,Comida,1,3.9,Valencia,2026-02-12,3.9
2585,348,Cafe,Bebida,4,7.02,Sevilla,2026-06-02,28.08
2586,222,Agua,Bebida,6,10.99,Valencia,2026-01-21,65.94
2587,132,Cafe,Bebida,1,1.99,Sevilla,2026-01-15,1.99
2588,168,Refresco,Bebida,2,3.46,Sevilla,2026-03-29,6.92
2589,103,Cafe,Bebida,5,3.58,Sevilla,2026-06-30,17.9
2590,270,Pizza,Comida,3,13.28,Sevilla,2026-06-27,39.839999999999996
2591,196,Ensalada,Comida,3,13.78,Sevilla,2026-06-29,41.339999999999996
2592,52,Pizza,Comida,6,12.14,Madrid,2026-03-09,72.84
2593,476,Cafe,Bebida,4,12.85,Bilbao,2026-06-01,51.4
2594,42,Patatas,Comida,3,8.57,Valencia,2026-01-24,25.71
2595,319,Ensalada,Comida,4,5.53,Valencia,2026-01-01,22.12
2596,319,Pizza,Comida,2,3.61,Sevilla,2026-04-22,7.22
2597,272,Hamburguesa,Comida,6,8.4,Bilbao,2026-02-03,50.400000000000006
2598,39,Hamburguesa,Comida,6,8.15,Madrid,2026-02-15,48.900000000000006
2599,426,Cafe,Bebida,1,10.79,Bilbao,2026-06-14,10.79
2600,388,Patatas,Comida,1,4.7,Madrid,2026-05-08,4.7
2601,428,Agua,Bebida,1,12.54,Valencia,2026-06-02,12.54
2602,479,Ensalada,Comida,3,7.71,Valencia,2026-04-24,23.13
2603,98,Patatas,Comida,2,1.08,Valencia,2026-05-18,2.16
2604,286,Agua,Bebida,3,14.95,Sevilla,2026-01-17,44.849999999999994
2605,194,Cafe,Bebida,3,9.37,Madrid,2026-01-01,28.11
2606,71,Patatas,Comida,2,8.3,Madrid,2026-01-15,16.6
2607,272,Refresco,Bebida,6,12.9,Madrid,2026-04-02,77.4
2608,411,Patatas,Comida,6,3.87,Bilbao,2026-03-18,23.22
2609,82,Agua,Bebida,5,3.87,Valencia,2026-03-03,19.35
2610,498,Agua,Bebida,3,8.52,Valencia,2026-06-14,25.56
2611,13,Hamburguesa,Comida,4,2.17,Bilbao,2026-06-07,8.68
2612,155,Cafe,Bebida,5,14.46,Valencia,2026-03-29,72.30000000000001
2613,300,Agua,Bebida,3,11.42,Madrid,2026-01-14,34.26
2614,173,Refresco,Bebida,1,5.81,Madrid,2026-03-24,5.81
2615,237,Agua,Bebida,4,5.23,Valencia,2026-06-24,20.92
2616,62,Pizza,Comida,2,9.92,Valencia,2026-05-05,19.84
2617,318,Cafe,Bebida,3,8.25,Sevilla,2026-02-16,24.75
2618,487,Patatas,Comida,5,7.09,Bilbao,2026-06-19,35.45
2619,121,Patatas,Comida,5,3.22,Valencia,2026-04-13,16.1
2620,17,Refresco,Bebida,3,4.93,Madrid,2026-06-19,14.79
2621,121,Agua,Bebida,3,9.83,Bilbao,2026-01-15,29.490000000000002
2622,423,Refresco,Bebida,2,10.49,Valencia,2026-03-11,20.98
2623,9,Hamburguesa,Comida,5,4.2,Sevilla,2026-02-27,21.0
2624,245,Cafe,Bebida,6,10.58,Madrid,2026-02-27,63.480000000000004
2625,488,Pizza,Comida,6,7.8,Valencia,2026-06-07,46.8
2626,325,Cafe,Bebida,6,12.43,Madrid,2026-01-29,74.58
2627,278,Ensalada,Comida,6,4.39,Madrid,2026-02-18,26.339999999999996
2628,137,Agua,Bebida,1,11.01,Madrid,2026-02-24,11.01
2629,380,Cafe,Bebida,4,10.66,Madrid,2026-01-13,42.64
2630,241,Refresco,Bebida,6,10.95,Sevilla,2026-06-13,65.69999999999999
2631,442,Agua,Bebida,6,14.82,Bilbao,2026-04-01,88.92
2632,402,Ensalada,Comida,4,12.06,Madrid,2026-05-23,48.24
2633,434,Hamburguesa,Comida,1,1.15,Valencia,2026-06-08,1.15
2634,360,Hamburguesa,Comida,6,11.47,Bilbao,2026-05-24,68.82000000000001
2635,246,Agua,Bebida,3,14.78,Madrid,2026-02-04,44.339999999999996
2636,81,Agua,Bebida,5,12.44,Sevilla,2026-01-17,62.199999999999996
2637,277,Pizza,Comida,1,7.64,Madrid,2026-02-15,7.64
2638,121,Cafe,Bebida,2,13.6,Bilbao,2026-03-29,27.2
2639,113,Pizza,Comida,3,10.66,Sevilla,2026-03-01,31.98
2640,58,Ensalada,Comida,2,12.88,Valencia,2026-06-06,25.76
2641,487,Ensalada,Comida,3,14.39,Sevilla,2026-05-07,43.17
2642,180,Hamburguesa,Comida,3,8.48,Bilbao,2026-03-05,25.44
2643,185,Patatas,Comida,1,9.07,Bilbao,2026-04-12,9.07
2644,298,Cafe,Bebida,4,2.73,Madrid,2026-01-06,10.92
2645,420,Ensalada,Comida,6,11.07,Madrid,2026-03-20,66.42
2646,464,Cafe,Bebida,6,7.17,Madrid,2026-04-05,43.019999999999996
2647,240,Cafe,Bebida,2,3.33,Bilbao,2026-06-25,6.66
2648,187,Cafe,Bebida,6,8.74,Valencia,2026-02-22,52.44
2649,335,Patatas,Comida,5,3.7,Valencia,2026-05-17,18.5
2650,245,Ensalada,Comida,4,12.8,Valencia,2026-04-04,51.2
2651,216,Refresco,Bebida,5,6.45,Madrid,2026-02-04,32.25
2652,185,Ensalada,Comida,3,5.07,Madrid,2026-05-22,15.21
2653,366,Patatas,Comida,3,8.82,Sevilla,2026-03-25,26.46
2654,400,Ensalada,Comida,6,9.07,Bilbao,2026-06-24,54.42
2655,53,Ensalada,Comida,1,12.84,Valencia,2026-05-19,12.84
2656,440,Cafe,Bebida,1,12.14,Sevilla,2026-06-03,12.14
2657,43,Hamburguesa,Comida,3,6.52,Valencia,2026-02-19,19.56
2658,455,Refresco,Bebida,4,13.24,Bilbao,2026-03-29,52.96
2659,50,Cafe,Bebida,2,12.87,Valencia,2026-06-20,25.74
2660,147,Pizza,Comida,1,4.94,Bilbao,2026-05-06,4.94
2661,284,Ensalada,Comida,6,5.48,Sevilla,2026-04-17,32.88
2662,303,Cafe,Bebida,6,14.19,Madrid,2026-05-28,85.14
2663,89,Patatas,Comida,1,5.29,Madrid,2026-06-25,5.29
2664,31,Agua,Bebida,5,10.74,Bilbao,2026-05-07,53.7
2665,30,Patatas,Comida,6,7.12,Bilbao,2026-06-22,42.72
2666,169,Cafe,Bebida,1,3.67,Valencia,2026-06-30,3.67
2667,36,Cafe,Bebida,4,6.48,Madrid,2026-01-12,25.92
2668,32,Patatas,Comida,6,5.83,Madrid,2026-01-01,34.980000000000004
2669,199,Patatas,Comida,4,9.16,Madrid,2026-02-12,36.64
2670,450,Ensalada,Comida,6,3.19,Valencia,2026-01-01,19.14
2671,66,Cafe,Bebida,4,14.14,Sevilla,2026-03-26,56.56
2672,318,Agua,Bebida,3,3.83,Valencia,2026-06-13,11.49
2673,98,Pizza,Comida,4,9.55,Valencia,2026-05-28,38.2
2674,97,Agua,Bebida,1,11.37,Sevilla,2026-06-26,11.37
2675,70,Agua,Bebida,2,4.85,Sevilla,2026-03-09,9.7
2676,202,Ensalada,Comida,5,10.25,Sevilla,2026-03-12,51.25
2677,337,Pizza,Comida,2,12.32,Bilbao,2026-05-03,24.64
2678,6,Hamburguesa,Comida,4,8.82,Sevilla,2026-02-12,35.28
2679,293,Pizza,Comida,6,6.63,Valencia,2026-06-13,39.78
2680,154,Agua,Bebida,2,7.46,Valencia,2026-05-28,14.92
2681,216,Ensalada,Comida,2,14.19,Sevilla,2026-05-29,28.38
2682,397,Agua,Bebida,5,1.49,Madrid,2026-05-12,7.45
2683,324,Pizza,Comida,5,13.42,Madrid,2026-05-07,67.1
2684,14,Ensalada,Comida,1,5.93,Sevilla,2026-05-30,5.93
2685,312,Ensalada,Comida,2,13.95,Sevilla,2026-06-26,27.9
2686,461,Pizza,Comida,3,12.43,Bilbao,2026-01-09,37.29
2687,148,Hamburguesa,Comida,3,3.09,Sevilla,2026-01-21,9.27
2688,208,Refresco,Bebida,5,8.25,Valencia,2026-03-20,41.25
2689,29,Hamburguesa,Comida,4,2.85,Valencia,2026-04-11,11.4
2690,213,Cafe,Bebida,4,5.67,Madrid,2026-01-05,22.68
2691,137,Hamburguesa,Comida,4,4.65,Madrid,2026-06-01,18.6
2692,140,Ensalada,Comida,1,9.73,Madrid,2026-05-25,9.73
2693,292,Hamburguesa,Comida,3,8.74,Madrid,2026-05-28,26.22
2694,447,Agua,Bebida,6,2.91,Bilbao,2026-06-01,17.46
2695,8,Pizza,Comida,3,7.08,Bilbao,2026-01-06,21.240000000000002
2696,50,Patatas,Comida,3,11.52,Sevilla,2026-05-19,34.56
2697,364,Cafe,Bebida,6,9.24,Bilbao,2026-03-02,55.44
2698,430,Patatas,Comida,4,10.76,Valencia,2026-04-22,43.04
2699,130,Patatas,Comida,1,11.58,Bilbao,2026-01-03,11.58
2700,319,Refresco,Bebida,3,1.22,Madrid,2026-02-16,3.66
2701,180,Cafe,Bebida,5,1.34,Bilbao,2026-05-13,6.7
2702,158,Agua,Bebida,2,10.12,Bilbao,2026-01-26,20.24
2703,219,Agua,Bebida,4,14.67,Madrid,2026-02-05,58.68
2704,265,Refresco,Bebida,1,13.55,Bilbao,2026-03-10,13.55
2705,72,Pizza,Comida,1,3.12,Valencia,2026-05-24,3.12
2706,107,Ensalada,Comida,1,4.02,Sevilla,2026-05-15,4.02
2707,397,Patatas,Comida,5,7.36,Bilbao,2026-03-05,36.800000000000004
2708,203,Ensalada,Comida,4,6.13,Madrid,2026-01-23,24.52
2709,432,Patatas,Comida,1,10.2,Madrid,2026-03-06,10.2
2710,392,Agua,Bebida,6,6.89,Madrid,2026-05-15,41.339999999999996
2711,141,Patatas,Comida,4,6.91,Bilbao,2026-06-06,27.64
2712,453,Ensalada,Comida,5,12.1,Valencia,2026-04-05,60.5
2713,169,Hamburguesa,Comida,5,2.1,Madrid,2026-06-30,10.5
2714,352,Agua,Bebida,4,4.83,Sevilla,2026-02-24,19.32
2715,264,Cafe,Bebida,6,8.29,Bilbao,2026-03-12,49.739999999999995
2716,482,Ensalada,Comida,1,9.62,Valencia,2026-03-26,9.62
2717,367,Agua,Bebida,3,9.6,Valencia,2026-04-06,28.799999999999997
2718,482,Refresco,Bebida,2,8.85,Madrid,2026-02-23,17.7
2719,46,Agua,Bebida,5,7.86,Madrid,2026-03-13,39.300000000000004
2720,248,Cafe,Bebida,1,11.74,Sevilla,2026-06-18,11.74
2721,314,Ensalada,Comida,5,4.8,Madrid,2026-01-07,24.0
2722,54,Pizza,Comida,4,14.18,Valencia,2026-02-03,56.72
2723,485,Hamburguesa,Comida,4,10.96,Sevilla,2026-05-26,43.84
2724,367,Hamburguesa,Comida,3,9.34,Madrid,2026-06-20,28.02
2725,61,Hamburguesa,Comida,6,12.25,Sevilla,2026-06-10,73.5
2726,373,Refresco,Bebida,5,11.8,Sevilla,2026-04-20,59.0
2727,192,Pizza,Comida,3,12.66,Madrid,2026-04-06,37.980000000000004
2728,283,Ensalada,Comida,4,9.45,Valencia,2026-01-26,37.8
2729,28,Ensalada,Comida,5,8.11,Valencia,2026-05-02,40.55
2730,306,Hamburguesa,Comida,4,3.58,Valencia,2026-06-11,14.32
2731,384,Hamburguesa,Comida,4,6.65,Valencia,2026-06-20,26.6
2732,107,Ensalada,Comida,5,13.15,Sevilla,2026-04-16,65.75
2733,458,Pizza,Comida,6,12.1,Bilbao,2026-05-08,72.6
2734,205,Pizza,Comida,4,4.18,Sevilla,2026-05-02,16.72
2735,292,Refresco,Bebida,3,4.98,Bilbao,2026-03-14,14.940000000000001
2736,46,Ensalada,Comida,5,1.98,Bilbao,2026-01-13,9.9
2737,342,Pizza,Comida,6,13.29,Sevilla,2026-01-09,79.74
2738,490,Refresco,Bebida,2,13.71,Valencia,2026-02-11,27.42
2739,134,Cafe,Bebida,5,4.61,Bilbao,2026-02-04,23.05
2740,499,Refresco,Bebida,2,3.97,Valencia,2026-02-04,7.94
2741,74,Hamburguesa,Comida,2,4.03,Madrid,2026-01-24,8.06
2742,281,Pizza,Comida,1,5.11,Madrid,2026-03-04,5.11
2743,240,Cafe,Bebida,3,3.43,Bilbao,2026-03-18,10.290000000000001
2744,70,Pizza,Comida,4,8.95,Sevilla,2026-01-07,35.8
2745,14,Cafe,Bebida,4,13.22,Bilbao,2026-02-13,52.88
2746,455,Hamburguesa,Comida,5,6.38,Bilbao,2026-01-18,31.9
2747,269,Agua,Bebida,2,4.76,Sevilla,2026-03-21,9.52
2748,129,Patatas,Comida,4,3.13,Bilbao,2026-04-14,12.52
2749,424,Hamburguesa,Comida,2,2.88,Madrid,2026-06-25,5.76
2750,491,Patatas,Comida,2,12.58,Bilbao,2026-05-10,25.16
2751,313,Hamburguesa,Comida,6,13.65,Sevilla,2026-05-28,81.9
2752,153,Refresco,Bebida,1,6.66,Sevilla,2026-01-15,6.66
2753,352,Agua,Bebida,5,1.68,Sevilla,2026-02-25,8.4
2754,71,Agua,Bebida,6,10.89,Valencia,2026-03-08,65.34
2755,24,Hamburguesa,Comida,4,14.8,Bilbao,2026-05-18,59.2
2756,213,Ensalada,Comida,4,3.97,Valencia,2026-01-25,15.88
2757,103,Agua,Bebida,2,1.0,Valencia,2026-02-16,2.0
2758,357,Ensalada,Comida,6,11.23,Sevilla,2026-03-23,67.38
2759,26,Refresco,Bebida,4,3.39,Sevilla,2026-06-05,13.56
2760,436,Hamburguesa,Comida,3,12.99,Bilbao,2026-03-15,38.97
2761,212,Cafe,Bebida,4,1.17,Sevilla,2026-03-18,4.68
2762,410,Ensalada,Comida,2,13.61,Valencia,2026-05-12,27.22
2763,135,Cafe,Bebida,1,2.01,Bilbao,2026-05-30,2.01
2764,190,Agua,Bebida,1,3.93,Bilbao,2026-05-01,3.93
2765,302,Refresco,Bebida,2,13.03,Madrid,2026-06-23,26.06
2766,61,Hamburguesa,Comida,5,9.57,Valencia,2026-02-19,47.85
2767,410,Hamburguesa,Comida,1,13.95,Bilbao,2026-03-07,13.95
2768,460,Ensalada,Comida,2,7.94,Bilbao,2026-05-15,15.88
2769,44,Patatas,Comida,4,2.59,Madrid,2026-01-19,10.36
2770,190,Ensalada,Comida,3,3.71,Bilbao,2026-06-28,11.129999999999999
2771,59,Ensalada,Comida,2,2.22,Valencia,2026-01-28,4.44
2772,407,Refresco,Bebida,2,8.09,Sevilla,2026-06-10,16.18
2773,274,Ensalada,Comida,1,4.22,Valencia,2026-02-17,4.22
2774,377,Pizza,Comida,1,9.89,Valencia,2026-05-04,9.89
2775,336,Refresco,Bebida,6,13.1,Valencia,2026-06-09,78.6
2776,68,Cafe,Bebida,3,5.5,Bilbao,2026-05-02,16.5
2777,220,Cafe,Bebida,2,14.67,Bilbao,2026-03-08,29.34
2778,465,Cafe,Bebida,4,9.5,Madrid,2026-06-10,38.0
2779,296,Cafe,Bebida,2,4.69,Madrid,2026-02-07,9.38
2780,459,Pizza,Comida,1,11.26,Madrid,2026-02-26,11.26
2781,226,Agua,Bebida,2,6.32,Valencia,2026-02-07,12.64
2782,112,Agua,Bebida,6,14.88,Valencia,2026-05-21,89.28
2783,483,Pizza,Comida,6,11.49,Valencia,2026-03-15,68.94
2784,474,Agua,Bebida,4,13.12,Valencia,2026-05-30,52.48
2785,8,Agua,Bebida,1,7.53,Valencia,2026-04-17,7.53
2786,99,Patatas,Comida,6,12.15,Bilbao,2026-01-14,72.9
2787,444,Cafe,Bebida,1,13.15,Bilbao,2026-03-21,13.15
2788,217,Patatas,Comida,6,14.4,Sevilla,2026-01-13,86.4
2789,306,Hamburguesa,Comida,6,5.52,Sevilla,2026-02-05,33.12
2790,408,Cafe,Bebida,4,6.56,Valencia,2026-02-26,26.24
2791,32,Agua,Bebida,5,10.01,Valencia,2026-02-14,50.05
2792,99,Cafe,Bebida,1,14.99,Madrid,2026-04-27,14.99
2793,16,Refresco,Bebida,6,8.59,Bilbao,2026-06-17,51.54
2794,76,Hamburguesa,Comida,1,5.62,Sevilla,2026-03-09,5.62
2795,94,Cafe,Bebida,1,2.66,Valencia,2026-01-13,2.66
2796,263,Pizza,Comida,5,9.15,Madrid,2026-01-20,45.75
2797,486,Hamburguesa,Comida,3,4.64,Valencia,2026-03-01,13.919999999999998
2798,280,Pizza,Comida,3,1.51,Valencia,2026-04-20,4.53
2799,324,Cafe,Bebida,3,2.34,Valencia,2026-04-12,7.02
2800,381,Patatas,Comida,5,9.47,Bilbao,2026-06-27,47.35
2801,227,Cafe,Bebida,3,5.36,Bilbao,2026-03-11,16.080000000000002
2802,176,Pizza,Comida,1,11.38,Sevilla,2026-01-13,11.38
2803,364,Cafe,Bebida,2,1.22,Madrid,2026-02-07,2.44
2804,42,Patatas,Comida,3,12.79,Madrid,2026-01-17,38.37
2805,399,Pizza,Comida,1,1.21,Bilbao,2026-06-30,1.21
2806,498,Cafe,Bebida,5,6.15,Sevilla,2026-01-16,30.75
2807,7,Cafe,Bebida,1,7.6,Bilbao,2026-06-10,7.6
2808,401,Pizza,Comida,1,6.18,Sevilla,2026-03-16,6.18
2809,361,Cafe,Bebida,5,1.09,Valencia,2026-03-26,5.45
2810,89,Cafe,Bebida,3,2.69,Sevilla,2026-04-15,8.07
2811,335,Patatas,Comida,2,7.33,Sevilla,2026-04-11,14.66
2812,328,Refresco,Bebida,1,3.91,Bilbao,2026-05-28,3.91
2813,441,Agua,Bebida,3,8.2,Bilbao,2026-03-31,24.599999999999998
2814,171,Agua,Bebida,2,1.39,Madrid,2026-04-18,2.78
2815,224,Ensalada,Comida,3,4.33,Sevilla,2026-04-20,12.99
2816,304,Pizza,Comida,3,7.26,Madrid,2026-05-10,21.78
2817,144,Refresco,Bebida,3,9.11,Bilbao,2026-06-29,27.33
2818,326,Refresco,Bebida,2,6.12,Valencia,2026-05-06,12.24
2819,446,Agua,Bebida,3,10.09,Valencia,2026-03-04,30.27
2820,359,Pizza,Comida,1,5.31,Bilbao,2026-04-15,5.31
2821,314,Patatas,Comida,1,5.14,Sevilla,2026-02-02,5.14
2822,355,Hamburguesa,Comida,6,14.42,Valencia,2026-02-21,86.52
2823,152,Refresco,Bebida,3,8.25,Valencia,2026-01-21,24.75
2824,219,Cafe,Bebida,5,14.85,Bilbao,2026-01-29,74.25
